"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1947","checkLocators","Smoke Test SauceDemo","Sat Sep 06 17:53:03 UTC 2025","passed","Sat Sep 06 17:53:05 UTC 2025","tests.LocatorsTest","chrome","tests.LocatorsTest","checkLocators"
"","1124","Проверка добавления товара в корзину","Smoke Test SauceDemo","Sat Sep 06 17:53:14 UTC 2025","passed","Sat Sep 06 17:53:16 UTC 2025","tests.CartTest","firefox","tests.CartTest","checkCart"
