"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1230","Проверка добавления товара в корзину","Smoke Test SauceDemo","Sat Sep 06 16:32:49 UTC 2025","passed","Sat Sep 06 16:32:50 UTC 2025","tests.CartTest","firefox","tests.CartTest","checkCart"
"","1915","checkLocators","Smoke Test SauceDemo","Sat Sep 06 16:32:36 UTC 2025","passed","Sat Sep 06 16:32:38 UTC 2025","tests.LocatorsTest","chrome","tests.LocatorsTest","checkLocators"
