"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1862","checkLocators","Smoke Test SauceDemo","Sat Sep 06 16:27:41 UTC 2025","passed","Sat Sep 06 16:27:43 UTC 2025","tests.LocatorsTest","chrome","tests.LocatorsTest","checkLocators"
"","1089","Проверка добавления товара в корзину","Smoke Test SauceDemo","Sat Sep 06 16:27:52 UTC 2025","passed","Sat Sep 06 16:27:53 UTC 2025","tests.CartTest","firefox","tests.CartTest","checkCart"
