"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1993","checkLocators","Smoke Test SauceDemo","Sat Sep 06 17:01:27 UTC 2025","passed","Sat Sep 06 17:01:29 UTC 2025","tests.LocatorsTest","chrome","tests.LocatorsTest","checkLocators"
"","1089","Проверка добавления товара в корзину","Smoke Test SauceDemo","Sat Sep 06 17:01:40 UTC 2025","passed","Sat Sep 06 17:01:41 UTC 2025","tests.CartTest","firefox","tests.CartTest","checkCart"
