"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3314","checkLocators","Smoke Test SauceDemo","Sat Sep 06 16:22:06 UTC 2025","passed","Sat Sep 06 16:22:09 UTC 2025","tests.LocatorsTest","chrome","tests.LocatorsTest","checkLocators"
"","1127","Проверка добавления товара в корзину","Smoke Test SauceDemo","Sat Sep 06 16:22:22 UTC 2025","passed","Sat Sep 06 16:22:23 UTC 2025","tests.CartTest","firefox","tests.CartTest","checkCart"
